x,y,lcdi
-84.5,47.5,2.521815572
-83.5,47.5,2.538103802
-82.5,47.5,2.544783219
-81.5,47.5,2.528508167
-80.5,47.5,2.544134467
-79.5,47.5,2.462418934
-78.5,47.5,2.534580001
-77.5,47.5,2.543678592
-76.5,47.5,2.557329932
-75.5,47.5,2.552810854
-74.5,47.5,2.546440558
-73.5,47.5,2.542486358
-72.5,47.5,2.460944443
-71.5,47.5,1.97299566
-70.5,47.5,2.212080943
-69.5,47.5,2.366672122
-68.5,47.5,2.22468065
-67.5,47.5,2.353051614
-66.5,47.5,2.22340017
-65.5,47.5,2.084163532
-64.5,47.5,2.301138598
-63.5,47.5,2.298411866
-62.5,47.5,2.206719745
-61.5,47.5,2.137029712
-60.5,47.5,2.116421172
-59.5,47.5,2.002446802
-58.5,47.5,1.948449501
-57.5,47.5,1.923989603
-56.5,47.5,1.875971131
-55.5,47.5,1.814461657
-54.5,47.5,1.752016412
-53.5,47.5,1.387654997
-52.5,47.5,1.399645434
-51.5,47.5,1.541631407
-50.5,47.5,1.485175415
-49.5,47.5,1.439300467
-48.5,47.5,1.381761469
-47.5,47.5,1.364341238
-46.5,47.5,1.338301651
-45.5,47.5,1.299258462
-44.5,47.5,1.271244618
-43.5,47.5,1.253813277
-42.5,47.5,1.232185311
-41.5,47.5,1.196611309
-40.5,47.5,1.142396405
-39.5,47.5,1.082750562
-38.5,47.5,1.024028662
-37.5,47.5,0.968225201
-36.5,47.5,0.919024225
-35.5,47.5,0.870286427
-34.5,47.5,0.821731282
-33.5,47.5,0.775458742
-32.5,47.5,0.727271713
-31.5,47.5,0.680854239
-30.5,47.5,0.63647906
-29.5,47.5,0.598936748
-28.5,47.5,0.573391739
-27.5,47.5,0.555487158
-26.5,47.5,0.540868304
-25.5,47.5,0.534180932
-24.5,47.5,0.530681183
-23.5,47.5,0.524934211
-22.5,47.5,0.518174584
-21.5,47.5,0.519340969
-20.5,47.5,0.520229473
-19.5,47.5,0.521156263
-18.5,47.5,0.522203645
-17.5,47.5,0.522261671
-16.5,47.5,0.524141683
-15.5,47.5,0.527301862
-14.5,47.5,0.533293161
-13.5,47.5,0.546128661
-12.5,47.5,0.564379407
-11.5,47.5,0.582911441
-10.5,47.5,0.604101797
-9.5,47.5,0.628770672
-8.5,47.5,0.65458205
-7.5,47.5,0.67511744
-6.5,47.5,0.685016263
-5.5,47.5,0.733731575
-4.5,47.5,0.609175903
-3.5,47.5,0.642409887
-2.5,47.5,-0.051068137
-1.5,47.5,-0.565621649
-0.5,47.5,0.142629842
0.5,47.5,0.409208187
1.5,47.5,0.835089304
2.5,47.5,0.572226296
3.5,47.5,0.985220478
4.5,47.5,1.016655711
5.5,47.5,0.829756876
6.5,47.5,0.567738609
7.5,47.5,-1.115206007
8.5,47.5,-1.055093918
9.5,47.5,0.014721018
10.5,47.5,0.54899648
11.5,47.5,-0.03757098
12.5,47.5,0.748762385
13.5,47.5,0.670495769
14.5,47.5,0.376399907
15.5,47.5,-0.128012402
16.5,47.5,0.313187915
17.5,47.5,0.266755002
18.5,47.5,-1.486126585
19.5,47.5,0.231309438
20.5,47.5,0.489608626
21.5,47.5,0.985529516
22.5,47.5,1.22596768
23.5,47.5,1.410236261
24.5,47.5,1.546470074
25.5,47.5,1.476932964
26.5,47.5,1.254639214
27.5,47.5,1.348536025
28.5,47.5,1.52134438
29.5,47.5,1.44504417
30.5,47.5,1.650596005
31.5,47.5,1.549652002
32.5,47.5,1.008433153
33.5,47.5,-1.166880203
34.5,47.5,-2.190597929
35.5,47.5,0.788484777
36.5,47.5,1.397433674
37.5,47.5,-1.374517215
38.5,47.5,-0.501570154
39.5,47.5,-1.823197034
40.5,47.5,1.374745055
41.5,47.5,1.72191602
42.5,47.5,1.79216038
43.5,47.5,2.04074547
44.5,47.5,1.930767163
45.5,47.5,2.024658578
46.5,47.5,1.969943932
47.5,47.5,1.945827505
48.5,47.5,1.964810588
49.5,47.5,2.020588667
50.5,47.5,2.004053556
51.5,47.5,1.656298953
52.5,47.5,2.057232629
53.5,47.5,2.07153091
54.5,47.5,2.194345687
55.5,47.5,2.283709162
56.5,47.5,2.256830109
57.5,47.5,2.089158931
58.5,47.5,2.365047034
59.5,47.5,2.394674227
60.5,47.5,2.432951123
61.5,47.5,2.43401418
62.5,47.5,2.458553311
63.5,47.5,2.48245023
64.5,47.5,2.485495652
65.5,47.5,2.470341548
66.5,47.5,2.466048086
67.5,47.5,2.317993495
68.5,47.5,2.465071753
69.5,47.5,2.467288652
70.5,47.5,2.450908791
71.5,47.5,2.465373091
72.5,47.5,2.456786248
73.5,47.5,2.449421908
74.5,47.5,2.377706995
75.5,47.5,2.444647178
76.5,47.5,2.46366374
77.5,47.5,2.448131528
78.5,47.5,2.448155281
79.5,47.5,2.433074379
80.5,47.5,2.403410062
81.5,47.5,2.434191859
82.5,47.5,2.459396914
83.5,47.5,2.423358793
84.5,47.5,2.497699182
85.5,47.5,2.455520165
86.5,47.5,2.420062646
87.5,47.5,2.339985897
88.5,47.5,2.376631102
89.5,47.5,2.383538568
90.5,47.5,2.368099205
91.5,47.5,2.348452783
92.5,47.5,2.353041059
93.5,47.5,2.386030714
94.5,47.5,2.385996652
95.5,47.5,2.357346217
96.5,47.5,2.326301346
97.5,47.5,2.298313638
98.5,47.5,2.267917088
99.5,47.5,2.209039784
100.5,47.5,2.166441472
101.5,47.5,2.126851548
102.5,47.5,2.140288673
103.5,47.5,2.170686065
104.5,47.5,2.197219842
105.5,47.5,2.216658635
106.5,47.5,2.000965055
107.5,47.5,2.169484211
108.5,47.5,2.176898139
109.5,47.5,2.187828807
110.5,47.5,2.188439914
111.5,47.5,2.203951198
112.5,47.5,2.228446289
113.5,47.5,2.257281082
114.5,47.5,2.266697786
115.5,47.5,2.293059699
116.5,47.5,2.297644896
117.5,47.5,2.282056556
118.5,47.5,2.244489058
119.5,47.5,1.709518132
120.5,47.5,2.198853724
121.5,47.5,2.175435443
122.5,47.5,1.945633877
123.5,47.5,0.951777451
124.5,47.5,0.863790938
125.5,47.5,1.746227575
126.5,47.5,1.530029769
127.5,47.5,1.826802228
128.5,47.5,2.138660856
129.5,47.5,1.624402566
130.5,47.5,1.221838422
131.5,47.5,1.729487893
132.5,47.5,2.040455814
133.5,47.5,2.175807269
134.5,47.5,1.985989595
135.5,47.5,2.177523007
136.5,47.5,2.223370525
137.5,47.5,2.199629086
138.5,47.5,2.189738112
139.5,47.5,2.209018075
140.5,47.5,2.23121498
141.5,47.5,2.254034712
142.5,47.5,2.062069481
143.5,47.5,2.316824558
144.5,47.5,2.420164725
145.5,47.5,2.398497089
146.5,47.5,2.368264998
147.5,47.5,2.321574089
148.5,47.5,2.26550242
149.5,47.5,2.209692018
150.5,47.5,2.149200788
151.5,47.5,2.088594683
152.5,47.5,2.026275614
153.5,47.5,1.970145093
154.5,47.5,1.926706613
155.5,47.5,1.886267542
156.5,47.5,1.84428437
157.5,47.5,1.80176671
158.5,47.5,1.766430425
159.5,47.5,1.731377737
160.5,47.5,1.702357413
161.5,47.5,1.67672938
162.5,47.5,1.652190518
163.5,47.5,1.630045703
164.5,47.5,1.606514097
165.5,47.5,1.585736942
166.5,47.5,1.568760697
167.5,47.5,1.550931016
168.5,47.5,1.533937341
169.5,47.5,1.517669902
170.5,47.5,1.503677373
171.5,47.5,1.48754175
172.5,47.5,1.475031965
173.5,47.5,1.461566135
174.5,47.5,1.449317944
175.5,47.5,1.440037536
176.5,47.5,1.431805024
177.5,47.5,1.425209802
178.5,47.5,1.418881185
179.5,47.5,1.413505723
-179.5,46.5,1.404167088
-178.5,46.5,1.398295731
-177.5,46.5,1.392932178
-176.5,46.5,1.388721704
-175.5,46.5,1.384865558
-174.5,46.5,1.382126435
-173.5,46.5,1.379684104
-172.5,46.5,1.379022525
-171.5,46.5,1.377002077
-170.5,46.5,1.374530077
-169.5,46.5,1.372626126
-168.5,46.5,1.374434464
-167.5,46.5,1.37084042
-166.5,46.5,1.367598822
-165.5,46.5,1.366377517
-164.5,46.5,1.363319074
-163.5,46.5,1.360614565
-162.5,46.5,1.358898157
-161.5,46.5,1.358494933
-160.5,46.5,1.357393667
-159.5,46.5,1.354963367
-158.5,46.5,1.354393827
-157.5,46.5,1.35076999
-156.5,46.5,1.349316599
-155.5,46.5,1.346218751
-154.5,46.5,1.343765314
-153.5,46.5,1.339087138
-152.5,46.5,1.334923832
-151.5,46.5,1.332002579
-150.5,46.5,1.325917264
-149.5,46.5,1.321371053
-148.5,46.5,1.318402257
-147.5,46.5,1.312383387
-146.5,46.5,1.310123218
-145.5,46.5,1.305883923
-144.5,46.5,1.300092291
-143.5,46.5,1.295258127
-142.5,46.5,1.289629962
-141.5,46.5,1.283080501
-140.5,46.5,1.27646842
-139.5,46.5,1.266128693
-138.5,46.5,1.255134034
-137.5,46.5,1.239739826
-136.5,46.5,1.224494725
-135.5,46.5,1.21751986
-134.5,46.5,1.206166542
-133.5,46.5,1.192710598
-132.5,46.5,1.180627309
-131.5,46.5,1.171078296
-130.5,46.5,1.162960314
-129.5,46.5,1.154728724
-128.5,46.5,1.155283515
-127.5,46.5,1.158350891
-126.5,46.5,1.179172023
-125.5,46.5,1.220152431
-124.5,46.5,1.298386442
-123.5,46.5,0.841909057
-122.5,46.5,-0.453514205
-121.5,46.5,1.32552753
-120.5,46.5,1.310749613
-119.5,46.5,1.397802781
-118.5,46.5,1.378658129
-117.5,46.5,1.626552709
-116.5,46.5,1.802792434
-115.5,46.5,1.914474736
-114.5,46.5,1.93048653
-113.5,46.5,1.898909746
-112.5,46.5,1.811406767
-111.5,46.5,1.872103288
-110.5,46.5,1.934132779
-109.5,46.5,1.94168373
-108.5,46.5,1.929466547
-107.5,46.5,1.96650103
-106.5,46.5,1.980266198
-105.5,46.5,2.03704696
-104.5,46.5,2.021483106
-103.5,46.5,1.965062017
-102.5,46.5,1.748053353
-101.5,46.5,1.569192101
-100.5,46.5,1.981714247
-99.5,46.5,2.148849419
-98.5,46.5,2.166017964
-97.5,46.5,2.137363325
-96.5,46.5,2.130269179
-95.5,46.5,2.124113828
-94.5,46.5,2.238124854
-93.5,46.5,2.157222265
-92.5,46.5,1.657906499
-91.5,46.5,2.239265165
-90.5,46.5,2.248563277
-89.5,46.5,2.292371422
-88.5,46.5,2.267693523
-87.5,46.5,1.893855007
-86.5,46.5,2.323141532
-85.5,46.5,2.345474579
-84.5,46.5,1.781300325
-83.5,46.5,2.423206919
-82.5,46.5,2.412339543
-81.5,46.5,2.197668919
-80.5,46.5,2.379214259
-79.5,46.5,2.343807376
-78.5,46.5,2.457800228
-77.5,46.5,2.501327264
-76.5,46.5,2.494066896
-75.5,46.5,2.426577791
-74.5,46.5,2.416958105
-73.5,46.5,2.152829602
-72.5,46.5,1.691800233
-71.5,46.5,1.617293159
-70.5,46.5,1.917446125
-69.5,46.5,2.361711649
-68.5,46.5,2.268082827
-67.5,46.5,2.1973233
-66.5,46.5,2.183684315
-65.5,46.5,2.168146522
-64.5,46.5,2.100631963
-63.5,46.5,2.139399721
-62.5,46.5,2.047357204
-61.5,46.5,2.061713216
-60.5,46.5,1.730944364
-59.5,46.5,1.845875126
-58.5,46.5,1.907757906
-57.5,46.5,1.848484247
-56.5,46.5,1.785516299
-55.5,46.5,1.748996271
-54.5,46.5,1.714495554
-53.5,46.5,1.591801808
-52.5,46.5,1.55133701
-51.5,46.5,1.564861441
-50.5,46.5,1.536081307
-49.5,46.5,1.500398843
-48.5,46.5,1.348232481
-47.5,46.5,1.486804149
-46.5,46.5,1.474289168
-45.5,46.5,1.44116575
-44.5,46.5,1.413318214
-43.5,46.5,1.390455535
-42.5,46.5,1.357297414
-41.5,46.5,1.30891854
-40.5,46.5,1.246965378
-39.5,46.5,1.178575226
-38.5,46.5,1.117451742
-37.5,46.5,1.060940035
-36.5,46.5,1.010592615
-35.5,46.5,0.959634595
-34.5,46.5,0.906609489
-33.5,46.5,0.850742448
-32.5,46.5,0.788758099
-31.5,46.5,0.730575289
-30.5,46.5,0.677140728
-29.5,46.5,0.63891966
-28.5,46.5,0.612481336
-27.5,46.5,0.599666791
-26.5,46.5,0.590020313
-25.5,46.5,0.589130415
-24.5,46.5,0.5884581
-23.5,46.5,0.582967407
-22.5,46.5,0.575063235
-21.5,46.5,0.572302586
-20.5,46.5,0.566670153
-19.5,46.5,0.564116292
-18.5,46.5,0.560933257
-17.5,46.5,0.560138861
-16.5,46.5,0.56226906
-15.5,46.5,0.565315999
-14.5,46.5,0.569265178
-13.5,46.5,0.579483662
-12.5,46.5,0.594304842
-11.5,46.5,0.614440974
-10.5,46.5,0.637830415
-9.5,46.5,0.662423482
-8.5,46.5,0.679994652
-7.5,46.5,0.658009565
-6.5,46.5,0.72339061
-5.5,46.5,0.770261903
-4.5,46.5,0.789628557
-3.5,46.5,0.914912187
-2.5,46.5,0.811592705
-1.5,46.5,0.393614682
-0.5,46.5,0.476525913
0.5,46.5,0.75407275
1.5,46.5,0.906298861
2.5,46.5,0.840096393
3.5,46.5,0.851641751
4.5,46.5,0.569058965
5.5,46.5,0.572003212
6.5,46.5,0.258467854
7.5,46.5,0.574043113
8.5,46.5,0.879465073
9.5,46.5,1.102928813
10.5,46.5,1.27071391
11.5,46.5,1.140167947
12.5,46.5,1.073516324
13.5,46.5,0.916565454
14.5,46.5,0.120827555
15.5,46.5,0.308029184
16.5,46.5,1.214069609
17.5,46.5,1.127516409
18.5,46.5,0.625586079
19.5,46.5,1.103033027
20.5,46.5,1.137298618
21.5,46.5,1.305211697
22.5,46.5,1.361540679
23.5,46.5,1.195404664
24.5,46.5,0.813482875
25.5,46.5,1.611390164
26.5,46.5,1.236134979
27.5,46.5,1.447577815
28.5,46.5,1.609789463
29.5,46.5,1.538058416
30.5,46.5,0.86620049
31.5,46.5,-3.22931431
32.5,46.5,1.268616217
33.5,46.5,1.069265672
34.5,46.5,1.194547707
35.5,46.5,1.687881972
36.5,46.5,1.724009017
37.5,46.5,1.535872519
38.5,46.5,1.611982706
39.5,46.5,0.945422672
40.5,46.5,-1.206713732
41.5,46.5,1.750460601
42.5,46.5,1.887568663
43.5,46.5,1.955720689
44.5,46.5,1.886465421
45.5,46.5,1.939813337
46.5,46.5,1.903442661
47.5,46.5,1.704880377
48.5,46.5,0.652753726
49.5,46.5,1.847688025
50.5,46.5,1.881584944
51.5,46.5,1.836207261
52.5,46.5,1.893142817
53.5,46.5,1.688085469
54.5,46.5,2.116661962
55.5,46.5,2.223420468
56.5,46.5,2.269256584
57.5,46.5,2.294757871
58.5,46.5,2.273780554
59.5,46.5,2.311583795
60.5,46.5,2.343635496
61.5,46.5,2.364880597
62.5,46.5,2.393008023
63.5,46.5,2.413947432
64.5,46.5,2.237034669
65.5,46.5,2.027725842
66.5,46.5,2.310718583
67.5,46.5,2.410247922
68.5,46.5,2.408125357
69.5,46.5,2.407705921
70.5,46.5,2.407489405
71.5,46.5,2.41412044
72.5,46.5,2.414940844
73.5,46.5,2.403393325
74.5,46.5,2.384019391
75.5,46.5,2.394248492
76.5,46.5,2.402290502
77.5,46.5,2.390730639
78.5,46.5,2.368749913
79.5,46.5,2.273582193
80.5,46.5,2.350522242
81.5,46.5,2.32687431
82.5,46.5,2.235692553
83.5,46.5,2.314724197
84.5,46.5,2.484754823
85.5,46.5,2.34263891
86.5,46.5,2.358210628
87.5,46.5,2.520764369
88.5,46.5,2.508720891
89.5,46.5,2.437189774
90.5,46.5,2.409723323
91.5,46.5,2.438985183
92.5,46.5,2.426418484
93.5,46.5,2.41361878
94.5,46.5,2.401884318
95.5,46.5,2.382290093
96.5,46.5,2.342642119
97.5,46.5,2.329723864
98.5,46.5,2.299335797
99.5,46.5,2.246300384
100.5,46.5,2.183826006
101.5,46.5,2.174576759
102.5,46.5,2.161865244
103.5,46.5,2.183571526
104.5,46.5,2.207896955
105.5,46.5,2.221792228
106.5,46.5,2.221825621
107.5,46.5,2.216906634
108.5,46.5,2.191147529
109.5,46.5,2.205390974
110.5,46.5,2.220360913
111.5,46.5,2.222070296
112.5,46.5,2.239854013
113.5,46.5,2.243092121
114.5,46.5,2.268939892
115.5,46.5,2.275037333
116.5,46.5,2.263175967
117.5,46.5,2.226494871
118.5,46.5,2.181071308
119.5,46.5,2.158433665
120.5,46.5,2.134831371
121.5,46.5,2.042645378
122.5,46.5,1.915195572
123.5,46.5,1.686819661
124.5,46.5,1.561623127
125.5,46.5,0.818823958
126.5,46.5,1.244662547
127.5,46.5,1.482111816
128.5,46.5,2.046925741
129.5,46.5,1.604917534
130.5,46.5,1.325194621
131.5,46.5,1.392345705
132.5,46.5,2.055554998
133.5,46.5,1.517787522
134.5,46.5,1.556340512
135.5,46.5,2.211605089
136.5,46.5,2.175111091
137.5,46.5,2.120127398
138.5,46.5,2.092315158
139.5,46.5,2.111064913
140.5,46.5,2.157444228
141.5,46.5,2.186301864
142.5,46.5,2.121830338
143.5,46.5,2.245206274
144.5,46.5,2.316509203
145.5,46.5,2.285100094
146.5,46.5,2.24956188
147.5,46.5,2.21079525
148.5,46.5,2.1666549
149.5,46.5,2.119214686
150.5,46.5,2.062724651
151.5,46.5,1.999433065
152.5,46.5,1.949941578
153.5,46.5,1.913593245
154.5,46.5,1.877068425
155.5,46.5,1.834287833
156.5,46.5,1.799392248
157.5,46.5,1.767659197
158.5,46.5,1.740149379
159.5,46.5,1.713223047
160.5,46.5,1.687824461
161.5,46.5,1.66333491
162.5,46.5,1.642872668
163.5,46.5,1.622559422
164.5,46.5,1.603294574
165.5,46.5,1.585651453
166.5,46.5,1.569546808
167.5,46.5,1.552173509
168.5,46.5,1.535739247
169.5,46.5,1.519558656
170.5,46.5,1.502617484
171.5,46.5,1.488101376
172.5,46.5,1.475977495
173.5,46.5,1.463871807
174.5,46.5,1.45181161
175.5,46.5,1.442099429
176.5,46.5,1.432250125
177.5,46.5,1.424217576
178.5,46.5,1.41574542
179.5,46.5,1.410401195
-179.5,45.5,1.404090377
-178.5,45.5,1.398360603
-177.5,45.5,1.393438189
-176.5,45.5,1.389877217
-175.5,45.5,1.383337915
-174.5,45.5,1.379239535
-173.5,45.5,1.37595804
-172.5,45.5,1.372698216
-171.5,45.5,1.369857072
-170.5,45.5,1.366787264
-169.5,45.5,1.36389526
-168.5,45.5,1.36005826
-167.5,45.5,1.357984299
-166.5,45.5,1.35480258
-165.5,45.5,1.352023616
-164.5,45.5,1.34881947
-163.5,45.5,1.345612289
-162.5,45.5,1.342660599
-161.5,45.5,1.339067127
-160.5,45.5,1.335851186
-159.5,45.5,1.333083346
-158.5,45.5,1.328481081
-157.5,45.5,1.324746033
-156.5,45.5,1.319029731
-155.5,45.5,1.313414395
-154.5,45.5,1.310207182
-153.5,45.5,1.306319409
-152.5,45.5,1.305621932
-151.5,45.5,1.302239069
-150.5,45.5,1.299239625
-149.5,45.5,1.296104237
-148.5,45.5,1.29166455
-147.5,45.5,1.285549789
-146.5,45.5,1.281100161
-145.5,45.5,1.273765519
-144.5,45.5,1.269692069
-143.5,45.5,1.267136528
-142.5,45.5,1.261855569
-141.5,45.5,1.258891545
-140.5,45.5,1.253659391
-139.5,45.5,1.245810492
-138.5,45.5,1.238269899
-137.5,45.5,1.228468637
-136.5,45.5,1.21618213
-135.5,45.5,1.199437396
-134.5,45.5,1.186367092
-133.5,45.5,1.179110144
-132.5,45.5,1.16827147
-131.5,45.5,1.153719053
-130.5,45.5,1.145105142
-129.5,45.5,1.137766392
-128.5,45.5,1.137526654
-127.5,45.5,1.137695374
-126.5,45.5,1.151914702
-125.5,45.5,1.19297324
-124.5,45.5,1.283366597
-123.5,45.5,0.669494338
-122.5,45.5,-0.763415897
-121.5,45.5,1.354638115
-120.5,45.5,1.098263023
-119.5,45.5,0.417198563
-118.5,45.5,1.619709608
-117.5,45.5,1.813487724
-116.5,45.5,1.940700552
-115.5,45.5,2.046214411
-114.5,45.5,2.053555294
-113.5,45.5,2.004952696
-112.5,45.5,1.921904799
-111.5,45.5,1.941111777
-110.5,45.5,1.916794433
-109.5,45.5,1.915250456
-108.5,45.5,1.255662009
-107.5,45.5,1.494703656
-106.5,45.5,0.309612717
-105.5,45.5,2.016687904
-104.5,45.5,2.05222504
-103.5,45.5,2.046785029
-102.5,45.5,2.050557464
-101.5,45.5,2.088495123
-100.5,45.5,2.105808962
-99.5,45.5,2.067668113
-98.5,45.5,2.073367298
-97.5,45.5,2.101455495
-96.5,45.5,1.62814865
-95.5,45.5,2.033188937
-94.5,45.5,0.992583743
-93.5,45.5,0.075084566
-92.5,45.5,1.446718468
-91.5,45.5,2.132617518
-90.5,45.5,2.178856339
-89.5,45.5,2.136287789
-88.5,45.5,2.158566958
-87.5,45.5,2.066731193
-86.5,45.5,2.225134009
-85.5,45.5,2.256359242
-84.5,45.5,2.089519383
-83.5,45.5,1.990830523
-82.5,45.5,2.359346851
-81.5,45.5,2.369285787
-80.5,45.5,2.394314066
-79.5,45.5,2.253491297
-78.5,45.5,2.366514347
-77.5,45.5,2.310000387
-76.5,45.5,2.162860097
-75.5,45.5,0.60869042
-74.5,45.5,0.522633504
-73.5,45.5,-2.485703781
-72.5,45.5,1.083180088
-71.5,45.5,1.830984841
-70.5,45.5,2.241695826
-69.5,45.5,2.238016787
-68.5,45.5,2.13035232
-67.5,45.5,2.112236638
-66.5,45.5,1.477897861
-65.5,45.5,1.496809774
-64.5,45.5,1.992768146
-63.5,45.5,1.841936314
-62.5,45.5,1.859657185
-61.5,45.5,1.899826986
-60.5,45.5,1.906864473
-59.5,45.5,1.888399384
-58.5,45.5,1.835441063
-57.5,45.5,1.774014047
-56.5,45.5,1.719584241
-55.5,45.5,1.685459268
-54.5,45.5,1.657649725
-53.5,45.5,1.625070787
-52.5,45.5,1.595408451
-51.5,45.5,1.587909492
-50.5,45.5,1.586327756
-49.5,45.5,1.601130366
-48.5,45.5,1.608697202
-47.5,45.5,1.626673925
-46.5,45.5,1.618301244
-45.5,45.5,1.583660319
-44.5,45.5,1.546900454
-43.5,45.5,1.506143932
-42.5,45.5,1.450271244
-41.5,45.5,1.385219913
-40.5,45.5,1.311848535
-39.5,45.5,1.237274762
-38.5,45.5,1.17419519
-37.5,45.5,1.11821241
-36.5,45.5,1.062213275
-35.5,45.5,1.008301953
-34.5,45.5,0.952055482
-33.5,45.5,0.891932067
-32.5,45.5,0.822730148
-31.5,45.5,0.759831218
-30.5,45.5,0.705781122
-29.5,45.5,0.669757807
-28.5,45.5,0.649938289
-27.5,45.5,0.641513246
-26.5,45.5,0.639763211
-25.5,45.5,0.642012597
-24.5,45.5,0.642849281
-23.5,45.5,0.638464694
-22.5,45.5,0.629441304
-21.5,45.5,0.623850547
-20.5,45.5,0.613459071
-19.5,45.5,0.607741683
-18.5,45.5,0.601790366
-17.5,45.5,0.601141311
-16.5,45.5,0.601799812
-15.5,45.5,0.604607863
-14.5,45.5,0.607923712
-13.5,45.5,0.61561339
-12.5,45.5,0.630755321
-11.5,45.5,0.645064982
-10.5,45.5,0.668890349
-9.5,45.5,0.690960886
-8.5,45.5,0.663212018
-7.5,45.5,0.725280111
-6.5,45.5,0.764448344
-5.5,45.5,0.803016432
-4.5,45.5,0.818488196
-3.5,45.5,0.943524297
-2.5,45.5,1.063225554
-1.5,45.5,1.051163382
-0.5,45.5,0.548014735
0.5,45.5,0.783520581
1.5,45.5,0.641039817
2.5,45.5,0.810604461
3.5,45.5,0.97334968
4.5,45.5,-0.32032229
5.5,45.5,-0.689107801
6.5,45.5,0.965309922
7.5,45.5,-0.571300434
8.5,45.5,-1.43217605
9.5,45.5,-3.331767658
10.5,45.5,-1.166437646
11.5,45.5,-0.73819013
12.5,45.5,-0.991022751
13.5,45.5,0.920986526
14.5,45.5,1.060918403
15.5,45.5,1.221451913
16.5,45.5,-0.098008873
17.5,45.5,1.533835724
18.5,45.5,1.363760224
19.5,45.5,1.305059816
20.5,45.5,1.448722673
21.5,45.5,1.447150484
22.5,45.5,1.194683381
23.5,45.5,1.268793632
24.5,45.5,1.182305692
25.5,45.5,1.223495379
26.5,45.5,1.374998183
27.5,45.5,0.253294263
28.5,45.5,1.332859766
29.5,45.5,1.599451181
30.5,45.5,1.735051139
31.5,45.5,1.451530788
32.5,45.5,1.699580824
33.5,45.5,1.292311269
34.5,45.5,1.265097022
35.5,45.5,1.542223323
36.5,45.5,1.407226657
37.5,45.5,1.531639219
38.5,45.5,0.898915337
39.5,45.5,1.250443389
40.5,45.5,0.952011506
41.5,45.5,0.118446632
42.5,45.5,1.625716014
43.5,45.5,1.819734389
44.5,45.5,1.89203514
45.5,45.5,1.876821886
46.5,45.5,1.810005224
47.5,45.5,1.748317405
48.5,45.5,1.725603067
49.5,45.5,1.801637702
50.5,45.5,1.814221904
51.5,45.5,1.641297338
52.5,45.5,1.828668681
53.5,45.5,1.847275513
54.5,45.5,2.062381111
55.5,45.5,2.158262509
56.5,45.5,2.21092191
57.5,45.5,2.192342376
58.5,45.5,2.156005367
59.5,45.5,2.136599369
60.5,45.5,2.21481884
61.5,45.5,2.218415818
62.5,45.5,2.270508628
63.5,45.5,2.298575027
64.5,45.5,2.260083363
65.5,45.5,2.262048945
66.5,45.5,2.308558178
67.5,45.5,2.328410393
68.5,45.5,2.318447217
69.5,45.5,2.315355327
70.5,45.5,2.317079335
71.5,45.5,2.322062776
72.5,45.5,2.313866794
73.5,45.5,2.298850957
74.5,45.5,2.29021791
75.5,45.5,2.313438422
76.5,45.5,2.319968599
77.5,45.5,2.237937736
78.5,45.5,2.18753154
79.5,45.5,2.184251461
80.5,45.5,2.248701806
81.5,45.5,2.292499596
82.5,45.5,2.31797408
83.5,45.5,2.34686296
84.5,45.5,2.338551496
85.5,45.5,2.147803832
86.5,45.5,2.430095113
87.5,45.5,2.546719796
88.5,45.5,2.551017514
89.5,45.5,2.51477301
90.5,45.5,2.490048373
91.5,45.5,2.490536568
92.5,45.5,2.47930239
93.5,45.5,2.450720519
94.5,45.5,2.431630554
95.5,45.5,2.413210575
96.5,45.5,2.38131965
97.5,45.5,2.338058955
98.5,45.5,2.330630565
99.5,45.5,2.300032185
100.5,45.5,2.273756523
101.5,45.5,2.248985324
102.5,45.5,2.234623066
103.5,45.5,2.231412319
104.5,45.5,2.236747399
105.5,45.5,2.231085006
106.5,45.5,2.227457285
107.5,45.5,2.234208466
108.5,45.5,2.238190155
109.5,45.5,2.248447508
110.5,45.5,2.258393018
111.5,45.5,2.257803595
112.5,45.5,2.257857092
113.5,45.5,2.244272301
114.5,45.5,2.227454792
115.5,45.5,2.209768151
116.5,45.5,2.167659026
117.5,45.5,2.143328738
118.5,45.5,2.125157797
119.5,45.5,1.725233535
120.5,45.5,2.081643113
121.5,45.5,1.924227983
122.5,45.5,1.315395305
123.5,45.5,1.709502575
124.5,45.5,1.356029822
125.5,45.5,1.311448826
126.5,45.5,-0.383379498
127.5,45.5,1.045116339
128.5,45.5,1.831164687
129.5,45.5,2.036680647
130.5,45.5,0.253833837
131.5,45.5,1.389756679
132.5,45.5,2.063770289
133.5,45.5,2.050640686
134.5,45.5,2.147518504
135.5,45.5,2.147850533
136.5,45.5,2.084313178
137.5,45.5,2.011876209
138.5,45.5,1.979073501
139.5,45.5,2.01165478
140.5,45.5,2.063106593
141.5,45.5,1.991962023
142.5,45.5,2.057089268
143.5,45.5,2.19645086
144.5,45.5,2.237776774
145.5,45.5,2.196344319
146.5,45.5,2.154889982
147.5,45.5,2.115406905
148.5,45.5,2.075610003
149.5,45.5,2.027106926
150.5,45.5,1.972076055
151.5,45.5,1.929191904
152.5,45.5,1.891542535
153.5,45.5,1.856549613
154.5,45.5,1.820076238
155.5,45.5,1.792465256
156.5,45.5,1.764561253
157.5,45.5,1.740383161
158.5,45.5,1.716755394
159.5,45.5,1.693027745
